order_datetime,order_date,order_time,pizza_name,quantity,year,month,day,weekday,hour
2015-01-01 15:53:18,2015-01-01 00:00:00,15:53:18,The Big Meat Pizza,1,2015,1,1,3,15
2015-01-01 15:53:18,2015-01-01 00:00:00,15:53:18,The Green Garden Pizza,1,2015,1,1,3,15
2015-01-01 15:53:18,2015-01-01 00:00:00,15:53:18,The Italian Capocollo Pizza,1,2015,1,1,3,15
2015-01-01 15:53:18,2015-01-01 00:00:00,15:53:18,The Italian Supreme Pizza,1,2015,1,1,3,15
2015-01-01 15:54:08,2015-01-01 00:00:00,15:54:08,The Barbecue Chicken Pizza,1,2015,1,1,3,15
2015-01-01 15:54:08,2015-01-01 00:00:00,15:54:08,The Green Garden Pizza,1,2015,1,1,3,15
2015-01-01 16:21:21,2015-01-01 00:00:00,16:21:21,The Greek Pizza,1,2015,1,1,3,16
2015-01-01 16:32:04,2015-01-01 00:00:00,16:32:04,The Green Garden Pizza,1,2015,1,1,3,16
2015-01-01 16:32:04,2015-01-01 00:00:00,16:32:04,"The Pepperoni, Mushroom, and Peppers Pizza",1,2015,1,1,3,16
2015-01-01 16:32:04,2015-01-01 00:00:00,16:32:04,The Pepperoni Pizza,1,2015,1,1,3,16
2015-01-01 16:32:04,2015-01-01 00:00:00,16:32:04,The Thai Chicken Pizza,1,2015,1,1,3,16
2015-01-01 16:54:09,2015-01-01 00:00:00,16:54:09,The Barbecue Chicken Pizza,1,2015,1,1,3,16
2015-01-01 16:54:09,2015-01-01 00:00:00,16:54:09,The Classic Deluxe Pizza,1,2015,1,1,3,16
2015-01-01 16:56:09,2015-01-01 00:00:00,16:56:09,The Italian Supreme Pizza,1,2015,1,1,3,16
2015-01-01 16:56:09,2015-01-01 00:00:00,16:56:09,The Mexicana Pizza,1,2015,1,1,3,16
2015-01-01 17:03:00,2015-01-01 00:00:00,17:03:00,The Hawaiian Pizza,1,2015,1,1,3,17
2015-01-01 17:03:00,2015-01-01 00:00:00,17:03:00,The Italian Capocollo Pizza,1,2015,1,1,3,17
2015-01-01 17:07:23,2015-01-01 00:00:00,17:07:23,The Italian Supreme Pizza,1,2015,1,1,3,17
2015-01-01 17:14:36,2015-01-01 00:00:00,17:14:36,The Four Cheese Pizza,1,2015,1,1,3,17
2015-01-01 17:14:36,2015-01-01 00:00:00,17:14:36,The Southwest Chicken Pizza,1,2015,1,1,3,17
2015-01-01 17:15:20,2015-01-01 00:00:00,17:15:20,The Four Cheese Pizza,1,2015,1,1,3,17
2015-01-01 17:15:20,2015-01-01 00:00:00,17:15:20,The Green Garden Pizza,1,2015,1,1,3,17
2015-01-01 17:28:09,2015-01-01 00:00:00,17:28:09,The Big Meat Pizza,1,2015,1,1,3,17
2015-01-01 17:28:09,2015-01-01 00:00:00,17:28:09,The Five Cheese Pizza,1,2015,1,1,3,17
2015-01-01 17:28:09,2015-01-01 00:00:00,17:28:09,The Mexicana Pizza,1,2015,1,1,3,17
2015-01-01 17:28:09,2015-01-01 00:00:00,17:28:09,The Pepper Salami Pizza,1,2015,1,1,3,17
2015-01-01 17:38:34,2015-01-01 00:00:00,17:38:34,The Chicken Alfredo Pizza,1,2015,1,1,3,17
2015-01-01 17:38:34,2015-01-01 00:00:00,17:38:34,The Italian Supreme Pizza,1,2015,1,1,3,17
2015-01-01 17:38:34,2015-01-01 00:00:00,17:38:34,The Pepper Salami Pizza,1,2015,1,1,3,17
2015-01-01 17:54:20,2015-01-01 00:00:00,17:54:20,The Spinach Pesto Pizza,1,2015,1,1,3,17
2015-01-01 17:55:48,2015-01-01 00:00:00,17:55:48,The Four Cheese Pizza,1,2015,1,1,3,17
2015-01-01 17:55:48,2015-01-01 00:00:00,17:55:48,The Hawaiian Pizza,1,2015,1,1,3,17
2015-01-01 17:55:48,2015-01-01 00:00:00,17:55:48,The Thai Chicken Pizza,1,2015,1,1,3,17
2015-01-01 18:25:51,2015-01-01 00:00:00,18:25:51,The Chicken Pesto Pizza,1,2015,1,1,3,18
2015-01-01 18:25:51,2015-01-01 00:00:00,18:25:51,The Classic Deluxe Pizza,1,2015,1,1,3,18
2015-01-01 18:25:51,2015-01-01 00:00:00,18:25:51,The Thai Chicken Pizza,1,2015,1,1,3,18
2015-01-01 18:26:34,2015-01-01 00:00:00,18:26:34,The Southwest Chicken Pizza,1,2015,1,1,3,18
2015-01-01 18:26:34,2015-01-01 00:00:00,18:26:34,The Vegetables + Vegetables Pizza,1,2015,1,1,3,18
2015-01-01 18:26:42,2015-01-01 00:00:00,18:26:42,The Chicken Pesto Pizza,1,2015,1,1,3,18
2015-01-01 18:26:42,2015-01-01 00:00:00,18:26:42,The Green Garden Pizza,1,2015,1,1,3,18
2015-01-01 18:26:42,2015-01-01 00:00:00,18:26:42,The Prosciutto and Arugula Pizza,1,2015,1,1,3,18
2015-01-01 18:26:42,2015-01-01 00:00:00,18:26:42,The Spicy Italian Pizza,1,2015,1,1,3,18
2015-01-01 18:33:00,2015-01-01 00:00:00,18:33:00,The Sicilian Pizza,1,2015,1,1,3,18
2015-01-01 18:41:01,2015-01-01 00:00:00,18:41:01,The Greek Pizza,1,2015,1,1,3,18
2015-01-01 18:48:28,2015-01-01 00:00:00,18:48:28,The Barbecue Chicken Pizza,1,2015,1,1,3,18
2015-01-01 18:48:28,2015-01-01 00:00:00,18:48:28,"The Pepperoni, Mushroom, and Peppers Pizza",1,2015,1,1,3,18
2015-01-01 18:53:02,2015-01-01 00:00:00,18:53:02,The Hawaiian Pizza,1,2015,1,1,3,18
2015-01-01 18:53:02,2015-01-01 00:00:00,18:53:02,The Mexicana Pizza,1,2015,1,1,3,18
2015-01-01 18:53:02,2015-01-01 00:00:00,18:53:02,The Spicy Italian Pizza,1,2015,1,1,3,18
2015-01-01 18:54:17,2015-01-01 00:00:00,18:54:17,"The Pepperoni, Mushroom, and Peppers Pizza",1,2015,1,1,3,18
2015-01-01 18:54:17,2015-01-01 00:00:00,18:54:17,The Spinach Supreme Pizza,1,2015,1,1,3,18
2015-01-01 19:01:45,2015-01-01 00:00:00,19:01:45,The Prosciutto and Arugula Pizza,1,2015,1,1,3,19
2015-01-01 19:01:45,2015-01-01 00:00:00,19:01:45,The Thai Chicken Pizza,1,2015,1,1,3,19
2015-01-01 19:03:19,2015-01-01 00:00:00,19:03:19,The Pepper Salami Pizza,1,2015,1,1,3,19
2015-01-01 19:03:19,2015-01-01 00:00:00,19:03:19,The Spicy Italian Pizza,1,2015,1,1,3,19
2015-01-01 19:07:00,2015-01-01 00:00:00,19:07:00,The Classic Deluxe Pizza,1,2015,1,1,3,19
2015-01-01 19:07:00,2015-01-01 00:00:00,19:07:00,The Mediterranean Pizza,1,2015,1,1,3,19
2015-01-01 19:07:00,2015-01-01 00:00:00,19:07:00,The Southwest Chicken Pizza,1,2015,1,1,3,19
2015-01-01 19:10:51,2015-01-01 00:00:00,19:10:51,The Classic Deluxe Pizza,1,2015,1,1,3,19
2015-01-01 19:30:40,2015-01-01 00:00:00,19:30:40,The Five Cheese Pizza,1,2015,1,1,3,19
2015-01-01 19:30:40,2015-01-01 00:00:00,19:30:40,The Pepperoni Pizza,1,2015,1,1,3,19
2015-01-01 19:40:08,2015-01-01 00:00:00,19:40:08,The Italian Vegetables Pizza,1,2015,1,1,3,19
2015-01-01 19:40:08,2015-01-01 00:00:00,19:40:08,"The Pepperoni, Mushroom, and Peppers Pizza",1,2015,1,1,3,19
2015-01-01 19:40:08,2015-01-01 00:00:00,19:40:08,The Pepperoni Pizza,1,2015,1,1,3,19
2015-01-01 20:05:16,2015-01-01 00:00:00,20:05:16,The Chicken Pesto Pizza,1,2015,1,1,3,20
2015-01-01 20:05:16,2015-01-01 00:00:00,20:05:16,The Four Cheese Pizza,1,2015,1,1,3,20
2015-01-01 20:08:43,2015-01-01 00:00:00,20:08:43,The Barbecue Chicken Pizza,1,2015,1,1,3,20
2015-01-01 20:08:43,2015-01-01 00:00:00,20:08:43,The Italian Supreme Pizza,1,2015,1,1,3,20
2015-01-01 20:50:16,2015-01-01 00:00:00,20:50:16,The Barbecue Chicken Pizza,1,2015,1,1,3,20
2015-01-01 20:50:16,2015-01-01 00:00:00,20:50:16,The Spinach Supreme Pizza,1,2015,1,1,3,20
2015-01-01 20:51:42,2015-01-01 00:00:00,20:51:42,"The Pepperoni, Mushroom, and Peppers Pizza",1,2015,1,1,3,20
2015-01-01 20:52:08,2015-01-01 00:00:00,20:52:08,The Big Meat Pizza,1,2015,1,1,3,20
2015-01-01 21:16:00,2015-01-01 00:00:00,21:16:00,"The Pepperoni, Mushroom, and Peppers Pizza",1,2015,1,1,3,21
2015-01-01 21:16:00,2015-01-01 00:00:00,21:16:00,The Sicilian Pizza,1,2015,1,1,3,21
2015-01-01 21:16:00,2015-01-01 00:00:00,21:16:00,The Spicy Italian Pizza,1,2015,1,1,3,21
2015-01-01 21:16:00,2015-01-01 00:00:00,21:16:00,The Spinach Supreme Pizza,1,2015,1,1,3,21
2015-01-01 21:47:55,2015-01-01 00:00:00,21:47:55,The Classic Deluxe Pizza,1,2015,1,1,3,21
2015-01-01 21:47:55,2015-01-01 00:00:00,21:47:55,The Italian Capocollo Pizza,1,2015,1,1,3,21
2015-01-01 22:03:40,2015-01-01 00:00:00,22:03:40,The Southwest Chicken Pizza,1,2015,1,1,3,22
2015-01-01 22:07:32,2015-01-01 00:00:00,22:07:32,The Classic Deluxe Pizza,1,2015,1,1,3,22
2015-01-01 22:07:32,2015-01-01 00:00:00,22:07:32,The Italian Supreme Pizza,1,2015,1,1,3,22
2015-01-01 22:07:32,2015-01-01 00:00:00,22:07:32,The Italian Supreme Pizza,1,2015,1,1,3,22
2015-01-01 22:12:13,2015-01-01 00:00:00,22:12:13,The Barbecue Chicken Pizza,1,2015,1,1,3,22
2015-02-01 11:38:51,2015-02-01 00:00:00,11:38:51,The Italian Vegetables Pizza,1,2015,2,1,6,11
2015-02-01 11:38:51,2015-02-01 00:00:00,11:38:51,The Soppressata Pizza,1,2015,2,1,6,11
2015-02-01 11:40:50,2015-02-01 00:00:00,11:40:50,The Thai Chicken Pizza,1,2015,2,1,6,11
2015-02-01 11:57:25,2015-02-01 00:00:00,11:57:25,The Spinach and Feta Pizza,1,2015,2,1,6,11
2015-02-01 11:58:56,2015-02-01 00:00:00,11:58:56,The Thai Chicken Pizza,1,2015,2,1,6,11
2015-02-01 12:01:12,2015-02-01 00:00:00,12:01:12,The Five Cheese Pizza,1,2015,2,1,6,12
2015-02-01 12:01:12,2015-02-01 00:00:00,12:01:12,The Mexicana Pizza,1,2015,2,1,6,12
2015-02-01 12:01:12,2015-02-01 00:00:00,12:01:12,The Spinach Pesto Pizza,1,2015,2,1,6,12
2015-02-01 12:01:12,2015-02-01 00:00:00,12:01:12,The Spinach Supreme Pizza,1,2015,2,1,6,12
2015-02-01 12:10:15,2015-02-01 00:00:00,12:10:15,The Italian Supreme Pizza,1,2015,2,1,6,12
2015-02-01 12:10:15,2015-02-01 00:00:00,12:10:15,The Mediterranean Pizza,1,2015,2,1,6,12
2015-02-01 12:10:15,2015-02-01 00:00:00,12:10:15,The Napolitana Pizza,1,2015,2,1,6,12
2015-02-01 12:21:17,2015-02-01 00:00:00,12:21:17,The Big Meat Pizza,1,2015,2,1,6,12
2015-02-01 12:21:17,2015-02-01 00:00:00,12:21:17,The Hawaiian Pizza,1,2015,2,1,6,12
2015-02-01 12:21:17,2015-02-01 00:00:00,12:21:17,The Italian Vegetables Pizza,1,2015,2,1,6,12
2015-02-01 12:21:17,2015-02-01 00:00:00,12:21:17,The Spicy Italian Pizza,1,2015,2,1,6,12
2015-02-01 12:22:46,2015-02-01 00:00:00,12:22:46,The Barbecue Chicken Pizza,1,2015,2,1,6,12
2015-02-01 12:22:46,2015-02-01 00:00:00,12:22:46,The Hawaiian Pizza,1,2015,2,1,6,12
2015-02-01 12:28:14,2015-02-01 00:00:00,12:28:14,The Big Meat Pizza,1,2015,2,1,6,12
2015-02-01 12:28:14,2015-02-01 00:00:00,12:28:14,The Classic Deluxe Pizza,1,2015,2,1,6,12
2015-02-01 12:28:14,2015-02-01 00:00:00,12:28:14,The Four Cheese Pizza,1,2015,2,1,6,12
2015-02-01 12:28:14,2015-02-01 00:00:00,12:28:14,The Italian Capocollo Pizza,1,2015,2,1,6,12
2015-02-01 12:28:14,2015-02-01 00:00:00,12:28:14,The Spicy Italian Pizza,3,2015,2,1,6,12
2015-02-01 12:28:14,2015-02-01 00:00:00,12:28:14,The Thai Chicken Pizza,1,2015,2,1,6,12
2015-02-01 12:29:11,2015-02-01 00:00:00,12:29:11,The Italian Capocollo Pizza,1,2015,2,1,6,12
2015-02-01 12:29:11,2015-02-01 00:00:00,12:29:11,"The Pepperoni, Mushroom, and Peppers Pizza",1,2015,2,1,6,12
2015-02-01 12:29:11,2015-02-01 00:00:00,12:29:11,The Thai Chicken Pizza,1,2015,2,1,6,12
2015-02-01 12:35:38,2015-02-01 00:00:00,12:35:38,The Pepperoni Pizza,1,2015,2,1,6,12
2015-02-01 12:35:38,2015-02-01 00:00:00,12:35:38,The Thai Chicken Pizza,1,2015,2,1,6,12
2015-02-01 12:40:01,2015-02-01 00:00:00,12:40:01,The Thai Chicken Pizza,1,2015,2,1,6,12
2015-02-01 12:45:51,2015-02-01 00:00:00,12:45:51,The Big Meat Pizza,1,2015,2,1,6,12
2015-02-01 12:45:51,2015-02-01 00:00:00,12:45:51,The California Chicken Pizza,1,2015,2,1,6,12
2015-02-01 12:45:51,2015-02-01 00:00:00,12:45:51,The Spicy Italian Pizza,1,2015,2,1,6,12
2015-02-01 12:45:51,2015-02-01 00:00:00,12:45:51,The Vegetables + Vegetables Pizza,1,2015,2,1,6,12
2015-02-01 12:53:27,2015-02-01 00:00:00,12:53:27,The Southwest Chicken Pizza,1,2015,2,1,6,12
2015-02-01 13:13:41,2015-02-01 00:00:00,13:13:41,The Pepperoni Pizza,1,2015,2,1,6,13
2015-02-01 13:34:49,2015-02-01 00:00:00,13:34:49,The Classic Deluxe Pizza,1,2015,2,1,6,13
2015-02-01 13:34:49,2015-02-01 00:00:00,13:34:49,The Classic Deluxe Pizza,1,2015,2,1,6,13
2015-02-01 13:34:49,2015-02-01 00:00:00,13:34:49,The Italian Supreme Pizza,1,2015,2,1,6,13
2015-02-01 13:34:49,2015-02-01 00:00:00,13:34:49,The Greek Pizza,1,2015,2,1,6,13
2015-02-01 13:40:31,2015-02-01 00:00:00,13:40:31,The Hawaiian Pizza,1,2015,2,1,6,13
2015-02-01 14:01:02,2015-02-01 00:00:00,14:01:02,The Italian Capocollo Pizza,1,2015,2,1,6,14
2015-02-01 14:01:02,2015-02-01 00:00:00,14:01:02,The Mexicana Pizza,1,2015,2,1,6,14
2015-02-01 14:01:02,2015-02-01 00:00:00,14:01:02,The Spinach Supreme Pizza,1,2015,2,1,6,14
2015-02-01 14:01:02,2015-02-01 00:00:00,14:01:02,The Spinach Supreme Pizza,1,2015,2,1,6,14
2015-02-01 14:10:08,2015-02-01 00:00:00,14:10:08,The Five Cheese Pizza,1,2015,2,1,6,14
2015-02-01 14:30:19,2015-02-01 00:00:00,14:30:19,The Soppressata Pizza,1,2015,2,1,6,14
2015-02-01 14:30:19,2015-02-01 00:00:00,14:30:19,The Thai Chicken Pizza,1,2015,2,1,6,14
2015-02-01 15:08:48,2015-02-01 00:00:00,15:08:48,The Sicilian Pizza,1,2015,2,1,6,15
2015-02-01 15:08:48,2015-02-01 00:00:00,15:08:48,The Thai Chicken Pizza,1,2015,2,1,6,15
2015-02-01 15:14:43,2015-02-01 00:00:00,15:14:43,The Barbecue Chicken Pizza,2,2015,2,1,6,15
2015-02-01 15:14:43,2015-02-01 00:00:00,15:14:43,The Chicken Pesto Pizza,1,2015,2,1,6,15
2015-02-01 15:14:43,2015-02-01 00:00:00,15:14:43,The Pepperoni Pizza,1,2015,2,1,6,15
2015-02-01 15:17:02,2015-02-01 00:00:00,15:17:02,The Barbecue Chicken Pizza,1,2015,2,1,6,15
2015-02-01 15:17:02,2015-02-01 00:00:00,15:17:02,The Italian Supreme Pizza,1,2015,2,1,6,15
2015-02-01 15:17:02,2015-02-01 00:00:00,15:17:02,The Italian Supreme Pizza,1,2015,2,1,6,15
2015-02-01 15:17:02,2015-02-01 00:00:00,15:17:02,The Italian Vegetables Pizza,1,2015,2,1,6,15
2015-02-01 15:17:02,2015-02-01 00:00:00,15:17:02,The Pepperoni Pizza,1,2015,2,1,6,15
2015-02-01 15:17:02,2015-02-01 00:00:00,15:17:02,The Pepper Salami Pizza,1,2015,2,1,6,15
2015-02-01 15:17:02,2015-02-01 00:00:00,15:17:02,The Spinach and Feta Pizza,1,2015,2,1,6,15
2015-02-01 15:17:02,2015-02-01 00:00:00,15:17:02,The Spinach Supreme Pizza,1,2015,2,1,6,15
2015-02-01 15:17:02,2015-02-01 00:00:00,15:17:02,The Greek Pizza,2,2015,2,1,6,15
2015-02-01 15:29:31,2015-02-01 00:00:00,15:29:31,The Sicilian Pizza,1,2015,2,1,6,15
2015-02-01 16:17:16,2015-02-01 00:00:00,16:17:16,The Italian Capocollo Pizza,1,2015,2,1,6,16
2015-02-01 16:17:16,2015-02-01 00:00:00,16:17:16,The Southwest Chicken Pizza,1,2015,2,1,6,16
2015-02-01 16:18:04,2015-02-01 00:00:00,16:18:04,The Napolitana Pizza,1,2015,2,1,6,16
2015-02-01 16:18:04,2015-02-01 00:00:00,16:18:04,The Pepper Salami Pizza,1,2015,2,1,6,16
2015-02-01 16:21:20,2015-02-01 00:00:00,16:21:20,The Napolitana Pizza,1,2015,2,1,6,16
2015-02-01 16:45:33,2015-02-01 00:00:00,16:45:33,The Big Meat Pizza,1,2015,2,1,6,16
2015-02-01 17:18:18,2015-02-01 00:00:00,17:18:18,The Classic Deluxe Pizza,1,2015,2,1,6,17
2015-02-01 17:18:18,2015-02-01 00:00:00,17:18:18,The Napolitana Pizza,1,2015,2,1,6,17
2015-02-01 17:45:42,2015-02-01 00:00:00,17:45:42,The Italian Supreme Pizza,1,2015,2,1,6,17
2015-02-01 17:46:17,2015-02-01 00:00:00,17:46:17,The Hawaiian Pizza,1,2015,2,1,6,17
2015-02-01 17:51:33,2015-02-01 00:00:00,17:51:33,The California Chicken Pizza,1,2015,2,1,6,17
2015-02-01 17:51:33,2015-02-01 00:00:00,17:51:33,The Pepperoni Pizza,1,2015,2,1,6,17
2015-02-01 17:51:33,2015-02-01 00:00:00,17:51:33,The Soppressata Pizza,1,2015,2,1,6,17
2015-02-01 17:51:33,2015-02-01 00:00:00,17:51:33,The Spicy Italian Pizza,1,2015,2,1,6,17
2015-02-01 17:54:04,2015-02-01 00:00:00,17:54:04,The Barbecue Chicken Pizza,1,2015,2,1,6,17
